objectid,title,date,date_is_approximate,description,location,latitude,longitude,subject,source,identifier,donor,format_original,type,format,language,rights,rightsstatement,display_template,filename,object_location,image_small,image_thumb
cities753,"Railroad tracks running through center of town. Burke, Idaho.",1910,,,Burke,47.518903,-115.824425,railroads; main streets; central business districts,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-065-2a,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities753.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities753.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities753_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities753_th.jpg
cities754,"Lower end of Burke, Idaho.",1910,yes,,Burke,47.519241,-115.822603,panoramas; towns; mountains,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-065-2b,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities754.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities754.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities754_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities754_th.jpg
cities755,"Burke depot and portion of town. Burke, Idaho.",1910,yes,,Burke,47.518911,-115.824411,railroad stations; towns; storefronts,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-065-2c,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities755.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities755.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities755_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities755_th.jpg
cities757,"Group viewing Pascoe home demolished by snowslide. Mace, Idaho.",1910,,,Mace,47.518359,-115.822159,avalanches; houses; natural disasters,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-061-28,,3.5x5.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities757.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities757.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities757_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities757_th.jpg
cities758,"Gorges Gulch. Burke, Idaho.",1910,yes,,Burke,47.524495,-115.810109,panoramas; towns; mountains,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-065-2d,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities758.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities758.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities758_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities758_th.jpg
cities759,"Looking down into Burke, Idaho.",1910,yes,,Burke,47.522213,-115.812727,panoramas; towns; mountains,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-065-2e,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities759.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities759.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities759_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities759_th.jpg
cities760,"Burke, Idaho.",1910,yes,,Burke,47.522233,-115.812733,panoramas; towns; mountains,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-065-2f,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities760.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities760.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities760_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities760_th.jpg
cities761,"West Hexla Gulch before the snowslide. Burke, Idaho.",1909,,,Burke,47.527893,-115.817619,panoramas; towns; mountains,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-065-2g,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities761.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities761.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities761_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities761_th.jpg
cities762,"Pascoe home demolished by snowslide and view of Mace, Idaho.",1910,,,Mace,47.518384,-115.822184,houses; natural disasters; towns,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-061-29a,,2-3.5x5.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities762.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities762.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities762_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities762_th.jpg
cities764,"Old Tiger-Poorman Surface Plant. Burke, Idaho.",1907,yes,,Burke,47.522642,-115.813859,mines,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-065-2h,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities764.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities764.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities764_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities764_th.jpg
cities765,"Tiger Hotel and Hercules Plant #5. Burke, Idaho.",1915,,,Burke,47.522666,-115.813866,mines; hotel (public accommodations),"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-065-2k,Lucy Mix Day Estate,7.5x11 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities765.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities765.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities765_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities765_th.jpg
cities781,"View of Mace, Idaho after the snowslide.",1910,,,Mace,47.518392,-115.822192,avalanches; towns,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-061-30,,3.5x5.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities781.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities781.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities781_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities781_th.jpg
cities792,"Men digging out after the snowslide. Mace, Idaho.",1910,,,Mace,47.518383,-115.822183,avalanches; workers,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-061-31,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities792.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities792.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities792_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities792_th.jpg
cities794,"Panoramic view of Wardner, Idaho.",1887,,,Wardner,47.519621,-116.141024,aerial views; towns; mountains,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-070-2,Mrs. Harry Marsh,4x6.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities794.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities794.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities794_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities794_th.jpg
